# hyp_utils/conda_env.sh pack-wav-rirs.py --input data/rirs_smallroom/wav.scp --output h5,scp:/home/mkhelfi1/hyperion/egs/adc24/exp/rirs/rirs_smallroom/rirs_rirs_smallroom.h5,data/rirs_smallroom/rirs.scp 
# Started at Thu Apr 18 20:29:29 EDT 2024
#
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:29:42,316 (pack-wav-rirs:41) INFO: Packing rir Room001-00070.wav h_max=0.015839 h_delay=235 h-length=2197
2024-04-18 20:29:42,321 (pack-wav-rirs:41) INFO: Packing rir Room001-00071.wav h_max=0.053986 h_delay=69 h-length=2409
2024-04-18 20:29:42,326 (pack-wav-rirs:41) INFO: Packing rir Room001-00072.wav h_max=0.015961 h_delay=232 h-length=2088
2024-04-18 20:29:42,331 (pack-wav-rirs:41) INFO: Packing rir Room001-00073.wav h_max=0.025177 h_delay=148 h-length=2232
2024-04-18 20:29:42,336 (pack-wav-rirs:41) INFO: Packing rir Room001-00074.wav h_max=0.017151 h_delay=219 h-length=2171
2024-04-18 20:29:42,341 (pack-wav-rirs:41) INFO: Packing rir Room001-00075.wav h_max=0.020905 h_delay=157 h-length=2325
2024-04-18 20:29:42,346 (pack-wav-rirs:41) INFO: Packing rir Room001-00076.wav h_max=0.021698 h_delay=175 h-length=2390
2024-04-18 20:29:42,351 (pack-wav-rirs:41) INFO: Packing rir Room001-00077.wav h_max=0.027313 h_delay=132 h-length=2279
2024-04-18 20:29:42,355 (pack-wav-rirs:41) INFO: Packing rir Room001-00078.wav h_max=0.015686 h_delay=227 h-length=2250
2024-04-18 20:29:42,360 (pack-wav-rirs:41) INFO: Packing rir Room001-00079.wav h_max=0.020996 h_delay=133 h-length=2603
2024-04-18 20:29:42,365 (pack-wav-rirs:41) INFO: Packing rir Room001-00080.wav h_max=0.045349 h_delay=82 h-length=2086
2024-04-18 20:29:42,370 (pack-wav-rirs:41) INFO: Packing rir Room001-00081.wav h_max=0.017914 h_delay=194 h-length=2462
2024-04-18 20:29:42,375 (pack-wav-rirs:41) INFO: Packing rir Room001-00082.wav h_max=0.028870 h_delay=122 h-length=2313
2024-04-18 20:29:42,380 (pack-wav-rirs:41) INFO: Packing rir Room001-00083.wav h_max=0.014313 h_delay=217 h-length=2249
2024-04-18 20:29:42,385 (pack-wav-rirs:41) INFO: Packing rir Room001-00084.wav h_max=0.039520 h_delay=70 h-length=1890
2024-04-18 20:29:42,389 (pack-wav-rirs:41) INFO: Packing rir Room001-00085.wav h_max=0.015747 h_delay=174 h-length=2345
2024-04-18 20:29:42,394 (pack-wav-rirs:41) INFO: Packing rir Room001-00086.wav h_max=0.032074 h_delay=115 h-length=2372
2024-04-18 20:29:42,399 (pack-wav-rirs:41) INFO: Packing rir Room001-00087.wav h_max=0.021362 h_delay=173 h-length=2259
2024-04-18 20:29:42,404 (pack-wav-rirs:41) INFO: Packing rir Room001-00088.wav h_max=0.019928 h_delay=163 h-length=2402
2024-04-18 20:29:42,408 (pack-wav-rirs:41) INFO: Packing rir Room001-00089.wav h_max=0.026825 h_delay=97 h-length=2476
2024-04-18 20:29:42,413 (pack-wav-rirs:41) INFO: Packing rir Room001-00090.wav h_max=0.018219 h_delay=200 h-length=2432
2024-04-18 20:29:42,418 (pack-wav-rirs:41) INFO: Packing rir Room001-00091.wav h_max=0.012848 h_delay=233 h-length=2500
2024-04-18 20:29:42,423 (pack-wav-rirs:41) INFO: Packing rir Room001-00092.wav h_max=0.021210 h_delay=172 h-length=2355
2024-04-18 20:29:42,428 (pack-wav-rirs:41) INFO: Packing rir Room001-00093.wav h_max=0.042084 h_delay=87 h-length=1779
2024-04-18 20:29:42,433 (pack-wav-rirs:41) INFO: Packing rir Room001-00094.wav h_max=0.016876 h_delay=195 h-length=2245
2024-04-18 20:29:42,438 (pack-wav-rirs:41) INFO: Packing rir Room001-00095.wav h_max=0.015991 h_delay=224 h-length=2352
2024-04-18 20:29:42,443 (pack-wav-rirs:41) INFO: Packing rir Room001-00096.wav h_max=0.018585 h_delay=194 h-length=2279
2024-04-18 20:29:42,448 (pack-wav-rirs:41) INFO: Packing rir Room001-00097.wav h_max=0.022095 h_delay=131 h-length=2517
2024-04-18 20:29:42,453 (pack-wav-rirs:41) INFO: Packing rir Room001-00098.wav h_max=0.025482 h_delay=146 h-length=2290
2024-04-18 20:29:42,458 (pack-wav-rirs:41) INFO: Packing rir Room001-00099.wav h_max=0.029480 h_delay=122 h-length=2420
2024-04-18 20:29:42,463 (pack-wav-rirs:41) INFO: Packing rir Room001-00100.wav h_max=0.031342 h_delay=142 h-length=2400
2024-04-18 20:29:42,469 (pack-wav-rirs:41) INFO: Packing rir Room002-00001.wav h_max=0.037964 h_delay=160 h-length=1281
2024-04-18 20:29:42,474 (pack-wav-rirs:41) INFO: Packing rir Room002-00002.wav h_max=0.045685 h_delay=105 h-length=1296
2024-04-18 20:29:42,479 (pack-wav-rirs:41) INFO: Packing rir Room002-00003.wav h_max=0.067902 h_delay=48 h-length=1303
2024-04-18 20:29:42,484 (pack-wav-rirs:41) INFO: Packing rir Room002-00004.wav h_max=0.122223 h_delay=42 h-length=1288
2024-04-18 20:29:42,489 (pack-wav-rirs:41) INFO: Packing rir Room002-00005.wav h_max=0.054230 h_delay=90 h-length=1265
2024-04-18 20:29:42,494 (pack-wav-rirs:41) INFO: Packing rir Room002-00006.wav h_max=0.124542 h_delay=20 h-length=1287
2024-04-18 20:29:42,500 (pack-wav-rirs:41) INFO: Packing rir Room002-00007.wav h_max=0.090057 h_delay=42 h-length=1271
2024-04-18 20:29:42,506 (pack-wav-rirs:41) INFO: Packing rir Room002-00008.wav h_max=0.134491 h_delay=26 h-length=1282
2024-04-18 20:29:42,511 (pack-wav-rirs:41) INFO: Packing rir Room002-00009.wav h_max=0.035431 h_delay=170 h-length=1314
2024-04-18 20:29:42,516 (pack-wav-rirs:41) INFO: Packing rir Room002-00010.wav h_max=0.118805 h_delay=43 h-length=1309
2024-04-18 20:29:42,522 (pack-wav-rirs:41) INFO: Packing rir Room002-00011.wav h_max=0.034760 h_delay=181 h-length=1315
2024-04-18 20:29:42,527 (pack-wav-rirs:41) INFO: Packing rir Room002-00012.wav h_max=0.054382 h_delay=137 h-length=1314
2024-04-18 20:29:42,532 (pack-wav-rirs:41) INFO: Packing rir Room002-00013.wav h_max=0.051300 h_delay=67 h-length=1307
2024-04-18 20:29:42,538 (pack-wav-rirs:41) INFO: Packing rir Room002-00014.wav h_max=0.116730 h_delay=48 h-length=1289
2024-04-18 20:29:42,543 (pack-wav-rirs:41) INFO: Packing rir Room002-00015.wav h_max=0.041504 h_delay=75 h-length=1300
2024-04-18 20:29:42,548 (pack-wav-rirs:41) INFO: Packing rir Room002-00016.wav h_max=0.044464 h_delay=54 h-length=1274
2024-04-18 20:29:42,554 (pack-wav-rirs:41) INFO: Packing rir Room002-00017.wav h_max=0.037811 h_delay=101 h-length=1290
2024-04-18 20:29:42,560 (pack-wav-rirs:41) INFO: Packing rir Room002-00018.wav h_max=0.045471 h_delay=111 h-length=1306
2024-04-18 20:29:42,565 (pack-wav-rirs:41) INFO: Packing rir Room002-00019.wav h_max=0.095520 h_delay=37 h-length=1294
2024-04-18 20:29:42,571 (pack-wav-rirs:41) INFO: Packing rir Room002-00020.wav h_max=0.077423 h_delay=49 h-length=1270
2024-04-18 20:29:42,576 (pack-wav-rirs:41) INFO: Packing rir Room002-00021.wav h_max=0.123749 h_delay=24 h-length=1283
2024-04-18 20:29:42,582 (pack-wav-rirs:41) INFO: Packing rir Room002-00022.wav h_max=0.042206 h_delay=97 h-length=1312
2024-04-18 20:29:42,587 (pack-wav-rirs:41) INFO: Packing rir Room002-00023.wav h_max=0.219757 h_delay=16 h-length=1267
2024-04-18 20:29:42,592 (pack-wav-rirs:41) INFO: Packing rir Room002-00024.wav h_max=0.082153 h_delay=45 h-length=1300
2024-04-18 20:29:42,598 (pack-wav-rirs:41) INFO: Packing rir Room002-00025.wav h_max=0.070953 h_delay=80 h-length=1282
2024-04-18 20:29:42,602 (pack-wav-rirs:41) INFO: Packing rir Room002-00026.wav h_max=0.044281 h_delay=71 h-length=1290
2024-04-18 20:29:42,608 (pack-wav-rirs:41) INFO: Packing rir Room002-00027.wav h_max=0.050201 h_delay=66 h-length=1311
2024-04-18 20:29:42,613 (pack-wav-rirs:41) INFO: Packing rir Room002-00028.wav h_max=0.057739 h_delay=70 h-length=1289
2024-04-18 20:29:42,618 (pack-wav-rirs:41) INFO: Packing rir Room002-00029.wav h_max=0.049866 h_delay=72 h-length=1303
2024-04-18 20:29:42,624 (pack-wav-rirs:41) INFO: Packing rir Room002-00030.wav h_max=0.046204 h_delay=75 h-length=1311
2024-04-18 20:29:42,629 (pack-wav-rirs:41) INFO: Packing rir Room002-00031.wav h_max=0.042755 h_delay=78 h-length=1295
2024-04-18 20:29:42,635 (pack-wav-rirs:41) INFO: Packing rir Room002-00032.wav h_max=0.066528 h_delay=169 h-length=1299
2024-04-18 20:29:42,640 (pack-wav-rirs:41) INFO: Packing rir Room002-00033.wav h_max=0.215851 h_delay=17 h-length=1281
2024-04-18 20:29:42,645 (pack-wav-rirs:41) INFO: Packing rir Room002-00034.wav h_max=0.079529 h_delay=89 h-length=1253
2024-04-18 20:29:42,651 (pack-wav-rirs:41) INFO: Packing rir Room002-00035.wav h_max=0.084991 h_delay=43 h-length=1289
2024-04-18 20:29:42,656 (pack-wav-rirs:41) INFO: Packing rir Room002-00036.wav h_max=0.029022 h_delay=211 h-length=1311
2024-04-18 20:29:42,661 (pack-wav-rirs:41) INFO: Packing rir Room002-00037.wav h_max=0.038544 h_delay=133 h-length=1296
2024-04-18 20:29:42,668 (pack-wav-rirs:41) INFO: Packing rir Room002-00038.wav h_max=0.054260 h_delay=153 h-length=1318
2024-04-18 20:29:42,673 (pack-wav-rirs:41) INFO: Packing rir Room002-00039.wav h_max=0.245636 h_delay=15 h-length=1247
2024-04-18 20:29:42,679 (pack-wav-rirs:41) INFO: Packing rir Room002-00040.wav h_max=0.029510 h_delay=145 h-length=1314
2024-04-18 20:29:42,684 (pack-wav-rirs:41) INFO: Packing rir Room002-00041.wav h_max=0.074707 h_delay=48 h-length=1291
2024-04-18 20:29:42,689 (pack-wav-rirs:41) INFO: Packing rir Room002-00042.wav h_max=0.042877 h_delay=109 h-length=1303
2024-04-18 20:29:42,694 (pack-wav-rirs:41) INFO: Packing rir Room002-00043.wav h_max=0.060547 h_delay=90 h-length=1313
2024-04-18 20:29:42,701 (pack-wav-rirs:41) INFO: Packing rir Room002-00044.wav h_max=0.068634 h_delay=60 h-length=1256
2024-04-18 20:29:42,706 (pack-wav-rirs:41) INFO: Packing rir Room002-00045.wav h_max=0.053162 h_delay=58 h-length=1277
2024-04-18 20:29:42,711 (pack-wav-rirs:41) INFO: Packing rir Room002-00046.wav h_max=0.083374 h_delay=45 h-length=1250
2024-04-18 20:29:42,716 (pack-wav-rirs:41) INFO: Packing rir Room002-00047.wav h_max=0.095795 h_delay=35 h-length=1283
2024-04-18 20:29:42,722 (pack-wav-rirs:41) INFO: Packing rir Room002-00048.wav h_max=0.331268 h_delay=10 h-length=1245
2024-04-18 20:29:42,728 (pack-wav-rirs:41) INFO: Packing rir Room002-00049.wav h_max=0.047577 h_delay=65 h-length=1263
2024-04-18 20:29:42,733 (pack-wav-rirs:41) INFO: Packing rir Room002-00050.wav h_max=0.050964 h_delay=70 h-length=1254
2024-04-18 20:29:42,738 (pack-wav-rirs:41) INFO: Packing rir Room002-00051.wav h_max=0.058167 h_delay=50 h-length=1299
2024-04-18 20:29:42,743 (pack-wav-rirs:41) INFO: Packing rir Room002-00052.wav h_max=0.110382 h_delay=29 h-length=1300
2024-04-18 20:29:42,748 (pack-wav-rirs:41) INFO: Packing rir Room002-00053.wav h_max=0.127045 h_delay=46 h-length=1301
2024-04-18 20:29:42,753 (pack-wav-rirs:41) INFO: Packing rir Room002-00054.wav h_max=0.146790 h_delay=39 h-length=1278
2024-04-18 20:29:42,759 (pack-wav-rirs:41) INFO: Packing rir Room002-00055.wav h_max=0.034790 h_delay=164 h-length=1307
2024-04-18 20:29:42,764 (pack-wav-rirs:41) INFO: Packing rir Room002-00056.wav h_max=0.062103 h_delay=59 h-length=1281
2024-04-18 20:29:42,769 (pack-wav-rirs:41) INFO: Packing rir Room002-00057.wav h_max=0.073486 h_delay=34 h-length=1294
2024-04-18 20:29:42,775 (pack-wav-rirs:41) INFO: Packing rir Room002-00058.wav h_max=0.066620 h_delay=54 h-length=1303
2024-04-18 20:29:42,781 (pack-wav-rirs:41) INFO: Packing rir Room002-00059.wav h_max=0.042908 h_delay=156 h-length=1312
2024-04-18 20:29:42,786 (pack-wav-rirs:41) INFO: Packing rir Room002-00060.wav h_max=0.069550 h_delay=54 h-length=1266
2024-04-18 20:29:42,792 (pack-wav-rirs:41) INFO: Packing rir Room002-00061.wav h_max=0.063629 h_delay=101 h-length=1308
2024-04-18 20:29:42,798 (pack-wav-rirs:41) INFO: Packing rir Room002-00062.wav h_max=0.051849 h_delay=139 h-length=1302
2024-04-18 20:29:42,814 (pack-wav-rirs:41) INFO: Packing rir Room002-00063.wav h_max=0.036407 h_delay=69 h-length=1268
2024-04-18 20:29:42,821 (pack-wav-rirs:41) INFO: Packing rir Room002-00064.wav h_max=0.040405 h_delay=76 h-length=1311
2024-04-18 20:29:42,826 (pack-wav-rirs:41) INFO: Packing rir Room002-00065.wav h_max=0.058899 h_delay=60 h-length=1299
2024-04-18 20:29:42,832 (pack-wav-rirs:41) INFO: Packing rir Room002-00066.wav h_max=0.060028 h_delay=42 h-length=1299
2024-04-18 20:29:42,838 (pack-wav-rirs:41) INFO: Packing rir Room002-00067.wav h_max=0.045410 h_delay=157 h-length=1272
2024-04-18 20:29:42,843 (pack-wav-rirs:41) INFO: Packing rir Room002-00068.wav h_max=0.048187 h_delay=131 h-length=1314
2024-04-18 20:29:42,848 (pack-wav-rirs:41) INFO: Packing rir Room002-00069.wav h_max=0.043152 h_delay=63 h-length=1262
2024-04-18 20:29:42,853 (pack-wav-rirs:41) INFO: Packing rir Room002-00070.wav h_max=0.073242 h_delay=147 h-length=1267
2024-04-18 20:29:42,858 (pack-wav-rirs:41) INFO: Packing rir Room002-00071.wav h_max=0.075531 h_delay=51 h-length=1300
2024-04-18 20:29:42,863 (pack-wav-rirs:41) INFO: Packing rir Room002-00072.wav h_max=0.035919 h_delay=111 h-length=1300
2024-04-18 20:29:42,868 (pack-wav-rirs:41) INFO: Packing rir Room002-00073.wav h_max=0.040680 h_delay=87 h-length=1310
2024-04-18 20:29:42,873 (pack-wav-rirs:41) INFO: Packing rir Room002-00074.wav h_max=0.036652 h_delay=168 h-length=1294
2024-04-18 20:29:42,878 (pack-wav-rirs:41) INFO: Packing rir Room002-00075.wav h_max=0.071564 h_delay=51 h-length=1292
2024-04-18 20:29:42,883 (pack-wav-rirs:41) INFO: Packing rir Room002-00076.wav h_max=0.082306 h_delay=59 h-length=1267
2024-04-18 20:29:42,889 (pack-wav-rirs:41) INFO: Packing rir Room002-00077.wav h_max=0.074921 h_delay=52 h-length=1267
2024-04-18 20:29:42,894 (pack-wav-rirs:41) INFO: Packing rir Room002-00078.wav h_max=0.069244 h_delay=53 h-length=1268
2024-04-18 20:29:42,899 (pack-wav-rirs:41) INFO: Packing rir Room002-00079.wav h_max=0.357391 h_delay=10 h-length=1237
2024-04-18 20:29:42,905 (pack-wav-rirs:41) INFO: Packing rir Room002-00080.wav h_max=0.117828 h_delay=32 h-length=1298
2024-04-18 20:29:42,910 (pack-wav-rirs:41) INFO: Packing rir Room002-00081.wav h_max=0.098114 h_delay=48 h-length=1294
2024-04-18 20:29:42,915 (pack-wav-rirs:41) INFO: Packing rir Room002-00082.wav h_max=0.060303 h_delay=167 h-length=1296
2024-04-18 20:29:42,920 (pack-wav-rirs:41) INFO: Packing rir Room002-00083.wav h_max=0.056732 h_delay=63 h-length=1294
2024-04-18 20:29:42,925 (pack-wav-rirs:41) INFO: Packing rir Room002-00084.wav h_max=0.039001 h_delay=116 h-length=1289
2024-04-18 20:29:42,931 (pack-wav-rirs:41) INFO: Packing rir Room002-00085.wav h_max=0.099823 h_delay=47 h-length=1273
2024-04-18 20:29:42,936 (pack-wav-rirs:41) INFO: Packing rir Room002-00086.wav h_max=0.074127 h_delay=100 h-length=1286
2024-04-18 20:29:42,941 (pack-wav-rirs:41) INFO: Packing rir Room002-00087.wav h_max=0.083069 h_delay=38 h-length=1292
2024-04-18 20:29:42,946 (pack-wav-rirs:41) INFO: Packing rir Room002-00088.wav h_max=0.039673 h_delay=78 h-length=1264
2024-04-18 20:29:42,952 (pack-wav-rirs:41) INFO: Packing rir Room002-00089.wav h_max=0.040100 h_delay=177 h-length=1298
2024-04-18 20:29:42,957 (pack-wav-rirs:41) INFO: Packing rir Room002-00090.wav h_max=0.096161 h_delay=39 h-length=1263
2024-04-18 20:29:42,962 (pack-wav-rirs:41) INFO: Packing rir Room002-00091.wav h_max=0.078308 h_delay=143 h-length=1302
2024-04-18 20:29:42,967 (pack-wav-rirs:41) INFO: Packing rir Room002-00092.wav h_max=0.051483 h_delay=71 h-length=1274
2024-04-18 20:29:42,972 (pack-wav-rirs:41) INFO: Packing rir Room002-00093.wav h_max=0.092621 h_delay=39 h-length=1289
2024-04-18 20:29:42,978 (pack-wav-rirs:41) INFO: Packing rir Room002-00094.wav h_max=0.041779 h_delay=109 h-length=1309
2024-04-18 20:29:42,984 (pack-wav-rirs:41) INFO: Packing rir Room002-00095.wav h_max=0.063110 h_delay=123 h-length=1276
2024-04-18 20:29:42,989 (pack-wav-rirs:41) INFO: Packing rir Room002-00096.wav h_max=0.035339 h_delay=87 h-length=1284
2024-04-18 20:29:42,994 (pack-wav-rirs:41) INFO: Packing rir Room002-00097.wav h_max=0.088593 h_delay=42 h-length=1290
